ID;PLZ;Region;Strassenname;Anzahl_Mitarbeiter;Verkaufsflaeche;Jahresumsatz;longitude;latitude
854;25355;Barmstedt;Königstr. 10-14;15372;46116.0;5124.0;9.7683088;53.78890269999999
855;22949;Ammersbek;Ferdinand-Harten-Str. 2-6;30780;82080.0;10260.0;10.1453326;53.67897289999999
856;22844;Norderstedt;Ulzburger Str. 446-454;17120;85600.0;8560.0;9.9978169;53.729179200000004
857;22397;Hamburg-Duvenstedt;Poppenbütteler Chaussee 35;33423;66846.0;11141.0;10.104102099999999;53.70462269999999
858;21514;Büchen;Büchener Str. 1;48906;97812.0;16302.0;10.6154606;53.484318099999996
859;22926;Ahrensburg;Hamburger Str. 65-71;10308;30924.0;3436.0;10.230253900000001;53.66749069999999
860;22962;Siek;Jacobsrade 56-66;8600;38700.0;4300.0;10.290271800000001;53.6442414
861;25709;Marne;Hafenstr. 16-18;59409;198030.0;19803.0;9.008422300000001;53.94967159999999
862;22946;Trittau;Poststr. 15-23;46548;232740.0;23274.0;10.4104385;53.6090014
863;24558;Henstedt-Ulzburg;Am Bahnbogen 8;72492;193312.0;24164.0;9.9789415;53.80026549999999
864;25524;Itzehoe;Carl-Zeiss-Str. 1;31104;51840.0;10368.0;9.5069399;53.922330200000005
865;22941;Bargteheide;Zu den Fischteichen 1A;36330;72660.0;12110.0;10.2546211;53.723026899999994
866;24568;Kaltenkirchen;Flottkamp 8;41568;103920.0;20784.0;9.9639047;53.834521900000006
867;25524;Itzehoe;Lise-Meitner-Str. 1;46818;117045.0;23409.0;9.4937073;53.950790399999995
868;23866;Nahe;Segeberger Str. 20;48608;194432.0;24304.0;10.146997099999998;53.7992036
869;23898;Sandesneben;Hauptstr. 81;22594;56485.0;11297.0;10.486398800000002;53.68881170000001
870;25548;Kellinghusen;An der Stör 4;31320;104400.0;10440.0;9.7158477;53.947169200000005
871;24576;Bad Bramstedt;Hamburger Str. 55;22646;67938.0;11323.0;9.8821589;53.907619499999996
872;23879;Mölln;Grambeker Weg 55-57;41856;188352.0;20928.0;10.678032400000001;53.6177836
873;25704;Meldorf;Ernst-Günther-Albers-Str. 11-15;75951;151902.0;25317.0;9.0635927;54.09438609999999
874;23843;Bad Oldesloe;Industriestr. 7;47196;157320.0;15732.0;10.387961500000001;53.8022723
875;25761;Büsum;Heider Str. 6;17500;43750.0;8750.0;8.872542999999999;54.1375468
876;23909;Ratzeburg;Bahnhofsallee 43;1752;8760.0;876.0;10.7425016;53.69788270000001
877;23858;Reinfeld;Hamburger Chaussee 15;29818;149090.0;14909.0;10.494462400000002;53.8242657
878;25767;Albersdorf;Süderstr. 38B;18438;55314.0;6146.0;9.286408400000001;54.1403299
879;24594;Hohenwestedt;Itzehoer Str. 42;18459;36918.0;6153.0;9.6508973;54.0849524
880;23812;Wahlstedt;Kronsheider Str. 20;10560;24640.0;3520.0;10.2006966;53.9496204
881;25746;Heide;Meldorfer Str. 151;15858;71361.0;7929.0;9.0910493;54.1835152
882;25746;Heide;Schanzenstr. 9;44100;110250.0;22050.0;9.1320032;54.197059200000005
883;23795;Bad Segeberg;Lindhofstr. 14;13245;26490.0;4415.0;10.3108361;53.9520762
884;25746;Wesseln;Von-Humboldt-Str. 1;22984;91936.0;11492.0;9.0871153;54.2065536
885;24647;Wasbek;Industriestr. 5;17700;61950.0;8850.0;9.917012300000001;54.07307629999999
886;24537;Neumünster-Faldera;Wasbeker Str. 335;39870;79740.0;13290.0;9.9655664;54.07019329999999
887;24534;Neumünster;Wasbeker Str. 335;30158;75395.0;15079.0;9.9414779;54.0685057
888;24539;Neumünster-Wittorf;Fehmarnstr. 13;31968;159840.0;15984.0;9.9716199;54.060662300000004
889;23568;Lübeck;Berliner Str. 14;48006;112014.0;16002.0;10.683229699999998;53.8469706
890;23556;Lübeck-Buntekuh;Ziegelstr. 113-119;40050;133500.0;13350.0;10.6539976;53.8631044
891;23558;Lübeck-St.Lorenz Süd;Moislinger Allee 54;33858;118503.0;16929.0;10.6699317;53.8589816
892;23562;Lübeck-St.Jürgen;Osterweide 12;41032;102580.0;20516.0;10.711107199999999;53.841243000000006
893;24536;Neumünster-Tungendorf;Stover Weg 2;3572;17860.0;1786.0;9.9881655;54.09918949999999
894;23556;Lübeck-St.Lorenz Nord;Krempelsdorfer Allee 32-36;53640;107280.0;17880.0;10.6585222;53.88142819999999
895;23566;Lübeck-Marli;Kantstr. 11;34905;116350.0;11635.0;10.721447300000001;53.86499449999999
896;25826;St.Peter-Ording;Nordergeest 3;12544;62720.0;6272.0;8.6459025;54.305345700000004
897;24589;Nortorf;Lohkamp 33-35;80730;215280.0;26910.0;9.8581989;54.1652245
898;24619;Bornhöved;Kieler Tor 25;32328;75432.0;10776.0;10.2298657;54.073926199999995
899;25832;Tönning;Dithmarscher str. 3;35061;70122.0;11687.0;8.9527;54.32396
900;24582;Bordesholm;Kieler Str. 48;54000;189000.0;27000.0;10.0274338;54.179472700000005
901;24803;Erfde;Heidkoppel 1;36040;180200.0;18020.0;9.3325462;54.31101959999999
902;23923;Schönberg;Dassower Str. 8B;51414;154242.0;17138.0;10.9273463;53.855542099999994
903;23623;Ahrensbök;Lübecker Str. 2;62307;103845.0;20769.0;10.571888099999999;54.0096846
904;23569;Lübeck-Kücknitz;Solmitzstr. 26;48816;122040.0;24408.0;10.806411099999998;53.9147537
905;24768;Rendsburg;Kreishafenstr. 5;3620;14480.0;1810.0;9.671240699999998;54.2933294
906;24787;Fockbek;Rendsburger Str. 31-33;50736;202944.0;25368.0;9.605718;54.307175
907;25840;Friedrichstadt;Van-Wouwer-Str. 2;14512;36280.0;7256.0;9.0713006;54.37929870000001
908;24783;Osterrönfeld;August-Borsig-Str. 1;21792;87168.0;10896.0;9.7089104;54.29575209999999
909;24768;Rendsburg;Schleswiger Chaussee 31-35;3636;14544.0;1818.0;9.6460874;54.311572
910;23570;Lübeck-Travemünde;Gneversdorfer Weg 28;29120;72800.0;14560.0;10.860794699999998;53.9615351
911;24782;Büdelsdorf;Sportallee 3;54660;182200.0;18220.0;9.6902649;54.31932270000001
912;24306;Plön;Bullenwarder;31008;93024.0;15504.0;10.4133415;54.15918019999999
913;24113;Molfsee;Hamburger Landstr. 110;25564;89474.0;12782.0;10.072619;54.27185590000001
914;23936;Grevesmühlen;Ziegelhof 2;34732;173660.0;17366.0;11.1783252;53.8641779
915;23701;Eutin;Plöner Landstr. 9;27450;54900.0;9150.0;10.5791422;54.1285047
916;24211;Preetz;Lindenstr. 80;82440;164880.0;27480.0;10.267909199999998;54.22938620000001
917;23701;Eutin;Bürgermeister-Steenbock-Str. 22-24;24759;66024.0;8253.0;10.6216332;54.128545200000005
918;24111;Kiel-Russee;Rendsburger Landstr. 360;51408;179928.0;25704.0;10.0731484;54.3008228
919;24848;Kropp;Industriestr. 2;22056;66168.0;7352.0;9.5225357;54.41333909999999
920;25813;Husum-Ostenfeld;Ostenfelder Str. 72;38640;193200.0;19320.0;9.091716499999999;54.4699436
921;24113;Kiel-Gaarden Süd;Stormarnstr. 33;58023;193410.0;19341.0;10.1273991;54.3060316
922;24147;Kiel-Elmschenhagen;Preetzer Str. 306;33192;132768.0;16596.0;10.1692359;54.2973082
923;24223;Raisdorf;Mergenthaler Str. 24;47996;167986.0;23998.0;10.220536;54.289098100000004
924;24114;Kiel-Südfriedhof;Kirchhofallee 68;27720;92400.0;9240.0;10.118283;54.3160379
925;23730;Neustadt/ Holstein;Eutiner Str. 71;42550;170200.0;21275.0;10.7945183;54.0992532
926;24143;Kiel-Gaarden Ost;Werftstr. 197;58338;97230.0;19446.0;10.1414704;54.31286120000001
927;25813;Husum;Dieselstr. 9;11124;22248.0;3708.0;9.0766993;54.49147929999999
928;24119;Kronshagen;Kieler Str. 32-38;69600;232000.0;23200.0;10.0904849;54.330193200000004
929;23730;Neustadt/ Holstein;Oldenburger Str. 34;24154;72462.0;12077.0;10.8253758;54.111143799999994
930;24148;Kiel-Wellingdorf;Wischhofstr. 80;8370;13950.0;2790.0;10.181861;54.323924
931;23948;Klütz;Boltenhagener Str. 10B;39102;195510.0;19551.0;11.1717353;53.967970900000005
932;24214;Gettorf;Ravensberg 14-16;33552;100656.0;11184.0;9.9821285;54.4143716
933;24340;Eckernförde;Sauerstr. 6A;41052;143682.0;20526.0;9.8327082;54.4494154
934;23970;Wismar-Rothentor;Am kleinen Stadtfeld 8;33624;78456.0;11208.0;11.4464715;53.8744916
935;23966;Wismar-Friedenshof;Lübsche Str. 203;33660;151470.0;16830.0;11.4276701;53.895825300000006
936;24159;Kiel-Friedrichsort;Falckensteiner Str. 40;24336;60840.0;12168.0;10.175547300000002;54.3937701
937;24837;Schleswig;Lattenkamp 2;8433;25299.0;2811.0;9.530192199999998;54.53077629999999
938;24340;Eckernförde;Ostlandstr. 98;52528;157584.0;26264.0;9.8254815;54.487491799999994
939;24321;Lütjenburg;Königsberger Str. 1;81693;163386.0;27231.0;10.5971212;54.29518359999999
940;23970;Wismar-Nord;Am Wiesengrund 3;53580;89300.0;17860.0;11.48426;53.911443999999996
941;25821;Breklum;Husumer Str. 65;39522;105392.0;13174.0;8.9781245;54.6092009
942;23738;Lensahn;Lübecker Straße;22608;101736.0;11304.0;10.8833287;54.21716929999999
943;24217;Schönberg;Große Mühlenstr. 51;30176;135792.0;15088.0;10.3829648;54.3886157
944;24860;Böklund;Pöttacker 2;73632;147264.0;24544.0;9.5887004;54.60049229999999
945;25938;Wyk auf Föhr;Hemkweg 6;34020;119070.0;17010.0;8.567021900000002;54.6939973
946;23758;Oldenburg/ Holstein;Am Vossberg 3;48246;112574.0;16082.0;10.9117393;54.2930272
947;24963;Tarp;Wanderuper Str. 11;85230;255690.0;28410.0;9.39474;54.666437300000005
948;24392;Süderbrarup;Schleswiger Str. 5;45504;136512.0;15168.0;9.7699366;54.6356818
949;24376;Kappeln;Bernard-Liening-Str. 13;18980;47450.0;9490.0;9.948915800000002;54.653073
950;25899;Niebüll;Bahnhofstr. 36;76950;205200.0;25650.0;8.8282059;54.7821706
951;24980;Schafflund;Osterfeld 2;45648;121728.0;15216.0;9.1921647;54.761472499999996
952;25917;Leck;Industriestr. 28;59976;179928.0;19992.0;8.981851400000002;54.7782054
953;23774;Heiligenhafen;Sundweg 113;57180;152480.0;19060.0;11.0078776;54.3659235
954;24966;Sörup;Tarper Str. 9;34344;91584.0;11448.0;9.6761217;54.72291429999999
955;24983;Handewitt;Raiffeisenstr. 8;55390;138475.0;27695.0;9.3244777;54.7694179
956;24941;Flensburg-Rude;Zur Bleiche 4;5736;17208.0;1912.0;9.4331715;54.771423
957;24937;Flensburg-Friesischer Berg;Friesische Str. 171-191;7656;38280.0;3828.0;9.4160266;54.7778936
958;24939;Flensburg-Duburg;Neustadt 23;55564;250038.0;27782.0;9.426540300000001;54.796841
959;24955;Harrislee;Musbeker Weg 1B;1918;9590.0;959.0;9.3960076;54.801919700000006
960;24943;Flensburg-Engelsby;Merkurstr. 24;26880;107520.0;13440.0;9.4779636;54.79606649999999
961;24395;Gelting;Nordstr. 2;57660;96100.0;19220.0;9.8916735;54.7461147
962;24999;Wees;Birkland 1;25012;75036.0;12506.0;9.5147509;54.807143700000005
963;25923;Süderlügum;Hauptstr. 38;1926;4815.0;963.0;8.9102523;54.8748576
964;25980;Sylt-Tinnum;Kiarwai 18-24;23136;61696.0;7712.0;8.329369999999999;54.90108000000001
965;23769;Burg/ Fehmarn;Landkirchener Weg 38-40;2895;4825.0;965.0;11.1812495;54.44229319999999
966;33613;Bielefeld-Mitte;Jöllenbecker Str. 41;13524;54096.0;6762.0;8.5276439;52.0306219
967;33613;Bielefeld-Schildesche;Babenhauser Str. 18;25142;125710.0;12571.0;8.516980699999998;52.05924479999999
968;33609;Bielefeld-Schildesche;Stadtheider Str. 11;31944;85184.0;10648.0;8.5520976;52.036676299999996
969;33607;Bielefeld-Mitte;Heeper Str. 113;29070;87210.0;9690.0;8.5559844;52.0230539
970;33719;Bielefeld-Oldentrup;Oldentruper Str. 255;31040;108640.0;15520.0;8.597109199999998;52.01220929999999
971;33647;Bielefeld-Brackwede;Kimbernstr. 1;5826;20391.0;2913.0;8.5071528;51.9897731
972;33699;Bielefeld-Hillegossen;Detmolder Str. 550;64152;128304.0;21384.0;8.604730499999999;51.99317449999999
973;33803;Steinhagen;Bahnhofstr. 21A;44758;134274.0;22379.0;8.4130383;52.0081872
974;33649;Bielefeld-Ummeln;Gütersloher Str. 299;78894;157788.0;26298.0;8.466864999999999;51.9714492
975;33689;Bielefeld-Sennestadt;Industriestr. 8;58500;97500.0;19500.0;8.5756491;51.953254
976;33790;Halle/ Westfalen;Elsa-Brandström-Str. 1;87840;175680.0;29280.0;8.373094400000001;52.054386
977;32139;Spenge;Lange Str. 35-37;5862;20517.0;2931.0;8.4826842;52.1414597
978;32130;Enger;Lambernweg 46;2934;8802.0;978.0;8.562153;52.1478001
979;32051;Herford;Westring 70;5874;9790.0;1958.0;8.653999899999999;52.117473499999996
980;33818;Leopoldshöhe;Krentruper Str. 34;54880;274400.0;27440.0;8.703135999999999;52.011554100000005
981;32049;Herford;Mindener Str. 69;33354;150093.0;16677.0;8.6824335;52.1252252
982;32105;Bad Salzuflen;Herforder Str. 82;13748;34370.0;6874.0;8.7288771;52.09088879999999
983;32120;Hiddenhausen;Bünder Str. 256;53082;132705.0;26541.0;8.643769500000001;52.1564761
984;32105;Bad Salzuflen;Hoffmannstr. 19;9840;34440.0;4920.0;8.7524859;52.07729459999999
985;32257;Bünde;Herforder Str. 13;35460;88650.0;17730.0;8.5884087;52.1944625
986;33758;Schloß Holte-Stukenbrock;Lüchtenstr. 61;29580;49300.0;9860.0;8.6527586;51.907829299999996
987;33332;Gütersloh-Sundern;Carl-Bertelsmann-Str. 152;79947;159894.0;26649.0;8.394546;51.90503200000001
988;32257;Bünde-Spradow;Lübbecker Str. 74;25688;89908.0;12844.0;8.594655399999999;52.2067098
989;33415;Verl;Westring 11;31648;158240.0;15824.0;8.4919286;51.8787911
990;32278;Kirchlengern;Lübbecker Str. 149;21780;108900.0;10890.0;8.638115899999999;52.2073659
991;33332;Gütersloh-Kattenstroth;Neuenkirchener Str. 100;83244;277480.0;27748.0;8.3818801;51.893211
992;33334;Gütersloh;Auf dem Stempel 10;23808;39680.0;7936.0;8.346313199999999;51.9052689
993;32791;Lage;Triftenstr. 76;56601;94335.0;18867.0;8.8121031;51.98990569999999
994;32584;Löhne;Alte Bünder Str. 16;55664;250488.0;27832.0;8.7148101;52.197957200000005
995;33428;Harsewinkel;Berliner Ring 40;29850;89550.0;9950.0;8.2445193;51.96569
996;32758;Detmold-Heidenoldendorf;Adolf-Meier-Str. 38;8964;29880.0;2988.0;8.8343864;51.944708
997;32657;Lemgo;Herforder Str. 71;23928;59820.0;11964.0;8.8833617;52.0280516
998;32756;Detmold-Süd;Sprottauer Str. 1;59880;299400.0;29940.0;8.856874099999997;51.940650399999996
999;32602;Vlotho;Meyrastr. 1;2997;5994.0;999.0;8.841495499999997;52.15337719999999
1000;32547;Bad Oeynhausen-Süd;Weserstr. 61;46000;115000.0;23000.0;8.8157795;52.197945000000004
1001;33397;Rietberg;Am Bahnhof 4;90090;300300.0;30030.0;8.430465199999999;51.8177251
1002;33775;Versmold;Knetterhauser Str. 15;24048;80160.0;8016.0;8.142648;52.0419332
1003;32549;Bad Oeynhausen-Eidinghausen;Dingelkamp 2;72216;240720.0;24072.0;8.8030555;52.2168961
1004;32756;Detmold;Anne-Frank-Str. 7;2008;9036.0;1004.0;8.8968039;51.94729290000001
1005;33378;Rheda-Wiedenbrück;Feldhüserweg 20;84420;253260.0;28140.0;8.294632700000001;51.843131400000004
1006;32361;Preussisch Oldendorf;Mindener Straße;87522;175044.0;29174.0;8.508880699999999;52.2991044
1007;32361;Preußisch Oldendorf;Marktstr. 2;39273;65455.0;13091.0;8.496640199999998;52.30484089999999
1008;32312;Lübbecke;Am Hahlerbaum 1;58464;204624.0;29232.0;8.601020499999999;52.3050753
1009;32312;Luebbecke;Am Bahnhof 36;14126;56504.0;7063.0;8.60107;52.30506
1010;33129;Delbrück;Brenkenkamp 4;8080;40400.0;4040.0;8.560726899999999;51.766444299999996
1011;32805;Horn-Bad Meinberg;Bahnhofstr. 44;3033;10110.0;1011.0;8.9553397;51.877447700000005
1012;33104;Paderborn-Schloß Neuhaus;Hatzfelder Str. 73;27324;72864.0;9108.0;8.727433999999999;51.7535009
1013;33175;Bad Lippspringe;An der Weberei 2;20260;50650.0;10130.0;8.805486799999997;51.776309499999996
1014;32457;Porta Westfalica-Barkhausen;Portastr. 119;50700;228150.0;25350.0;8.9066505;52.2639273
1015;32479;Hille;Mindener Str. 94-96;60900;213150.0;30450.0;8.746919799999999;52.3350456
1016;32457;Porta Westfalica-Neesen;Zur Porta 1;28448;128016.0;14224.0;8.929771800000001;52.2516251
1017;32427;Minden;Königstr. 170A;48816;244080.0;24408.0;8.8844239;52.292275599999996
1018;33102;Paderborn;Schwabenweg 81;3054;7126.0;1018.0;8.756162800000002;51.7467854
1019;33106;Paderborn-Elsen;Meßdornstr. 3;51969;138584.0;17323.0;8.6913907;51.7300295
1020;32339;Espelkamp;Gerhard-Wetzel-Str. 9;46920;164220.0;23460.0;8.631469500000001;52.375919
1021;33102;Paderborn;Neuhäuser Str. 127;70449;164381.0;23483.0;8.730482;51.72881899999999
1022;32427;Minden;Stiftstr. 51-53;18396;61320.0;6132.0;8.9112724;52.2987222
1023;32423;Minden;Viktoriastr. 39-41;36828;98208.0;12276.0;8.9439926;52.2879654
1024;33102;Paderborn;Bahnhofstr. 84;40960;204800.0;20480.0;8.7330116;51.71269170000001
1025;32699;Bösingfeld;Breslauer Str. 8;43050;86100.0;14350.0;9.1077043;52.06858
1026;32825;Blomberg;Alter Dreschplatz 2;61560;277020.0;30780.0;9.0972508;51.94456630000001
1027;32683;Barntrup;Alverdisser Str. 30;47242;236210.0;23621.0;9.1214568;51.9968662
1028;31737;Rinteln;Bahnhofsallee 5;55512;194292.0;27756.0;9.079299699999998;52.1981911
1029;33106;Paderborn;Dessauer Str. 2;24696;74088.0;12348.0;8.737290400000001;51.6966033
1030;33100;Paderborn;Warburger Str. 130;4120;16480.0;2060.0;8.7770323;51.705369
1031;33106;Paderborn;Navarrastr. 37;35054;175270.0;17527.0;8.732326200000001;51.687432
1032;33154;Salzkotten;Geseker Str. 30;6192;18576.0;2064.0;8.5964841;51.670087200000005
1033;32839;Steinheim;Lipper Tor 4;80574;214864.0;26858.0;9.087620900000001;51.8773294
1034;31675;Bückeburg;Hannoversche Str. 18;49632;115808.0;16544.0;9.061978199999999;52.263468100000004
1035;32369;Rahden;Eisenbahnstr. 20;12420;41400.0;4140.0;8.6234281;52.42977500000001
1036;33178;Borchen;Bahnhofstr. 1;21756;65268.0;7252.0;8.716755000000001;51.66047349999999
1037;31683;Obernkirchen;Vehlener Str. 13;83997;223992.0;27999.0;9.1171122;52.27075439999999
1038;33014;Bad Driburg;Mühlenstr. 12;40482;107952.0;13494.0;9.023775599999999;51.732473299999995
1039;32469;Petershagen-Lahde;Dingbreite 1;31170;83120.0;10390.0;8.996629400000002;52.37571129999999
1040;31693;Hespe-Stemmen;Hesper Str. 33;87360;262080.0;29120.0;9.1076616;52.3218781
1041;31840;Hessisch Oldendorf;Münchhausenring 6;46845;78075.0;15615.0;9.2437758;52.16794470000001
1042;31812;Bad Pyrmont;Bahnhofstr. 63;50016;166720.0;16672.0;9.2666097;51.97816839999999
1043;33142;Büren;Bahnhofstr. 41;46935;78225.0;15645.0;8.554007400000001;51.557785700000004
1044;31655;Stadthagen;Breslauer str. 4;78300;156600.0;26100.0;9.1937331;52.324237
1045;31600;Uchte;Mühlenstr. 6-10;50160;225720.0;25080.0;8.9041386;52.49892679999999
1046;31789;Hameln-Klein Berkel;Nienstedter Weg 2;59622;139118.0;19874.0;9.3552042;52.084492499999996
1047;31787;Hameln-Nordstadt;Reimerdeskamp 9;4188;20940.0;2094.0;9.3554337;52.1183468
1048;31789;Hameln-Gewerbegebiet;Ohsener Str. 11;50304;125760.0;25152.0;9.3620373;52.0991835
1049;31785;Hameln;Ohsener Str. 11;20980;83920.0;10490.0;9.3619732;52.0991604
1050;33034;Brakel;Warburger Str. 17;56700;170100.0;18900.0;9.1801806;51.7138308
1051;31785;Hameln;Deisterstr. 85;22071;58856.0;7357.0;9.376062300000001;52.103884
1052;31860;Emmerthal-Kirchohsen;Hauptstr. 57-63;39976;159904.0;19988.0;9.3864006;52.0477893
1053;37671;Höxter;Lütmarser Str. 76;85293;142155.0;28431.0;9.360176699999998;51.773981400000004
1054;31592;Stolzenau;Auf dem Weinberge 2;35836;107508.0;17918.0;9.075142900000001;52.52324889999999
1055;31848;Bad Münder;Am Rohmel-Center 1;2110;8440.0;1055.0;9.4646841;52.194221899999995
1056;31542;Bad Nenndorf;Gehrenbreite 6;50688;126720.0;25344.0;9.3838179;52.34305879999999
1057;37619;Bodenwerder;Ernst-Reuter-Str. 9;48622;121555.0;24311.0;9.506572;51.982489799999996
1058;37603;Holzminden;Allersheimer Str. 38;15870;52900.0;5290.0;9.460807800000001;51.83399
1059;34431;Marsberg;Bahnstr. 3;25416;50832.0;8472.0;8.8560866;51.4631415
1060;30890;Barsinghausen;Steinklippen Str. 7;44520;89040.0;14840.0;9.464956;52.31645890000001
1061;37688;Beverungen;Blankenauer Str. 10;25464;89124.0;12732.0;9.376357800000001;51.672825599999996
1062;31832;Springe;Am Kalkwerk 2A;27612;138060.0;13806.0;9.5511409;52.215575
1063;31515;Wunstorf-Steinhude;Großenheidorner Str. 1;19134;86103.0;9567.0;9.359413400000001;52.45437439999999
1064;34414;Warburg;Paderborner Tor 144;38304;153216.0;19152.0;9.13528;51.491440000000004
1065;31515;Wunstorf;Hagenburger Str. 6;83070;276900.0;27690.0;9.424014300000001;52.4300214
1066;31515;Wunstorf;Industriestr. 8;25584;115128.0;12792.0;9.4517235;52.418347600000004
1067;31515;Wunstorf;Adolf-Oesterheld-Str. 32;64020;128040.0;21340.0;9.46459;52.41355
1068;37627;Stadtoldendorf;Neue Str. 38;12816;29904.0;4272.0;9.6320633;51.8817714
1069;31582;Nienburg;Göttinger Str. 1;59864;149660.0;29932.0;9.2215673;52.633840899999996
1070;34454;Bad Arolsen;Bahnhofstr. 64-66;42800;107000.0;21400.0;9.006530099999997;51.38176000000001
1071;31535;Neustadt/ Rübenberge;Landwehr 9;49266;197064.0;24633.0;9.4523541;52.504675899999995
1072;31582;Nienburg;Verdener Landstr. 62;57888;289440.0;28944.0;9.2198371;52.653723
1073;31535;Neustadt/ Rübenberge;Justus-von-Liebig-Str. 21;34336;103008.0;17168.0;9.4759597;52.5090397
1074;30926;Seelze;Hannoversche Str. 81A;42960;193320.0;21480.0;9.614199000000001;52.3930664
1075;34508;Willingen;Briloner Str. 72;8600;38700.0;4300.0;8.6011793;51.294639200000006
1076;30823;Garbsen;Auf der Horst 66-70;87156;145260.0;29052.0;9.59467;52.421929999999996
1077;37586;Dassel;Ilmestr. 20;25848;103392.0;12924.0;9.6980474;51.79867369999999
1078;34369;Hofgeismar;Industriestr. 6;49588;247940.0;24794.0;9.3899981;51.4993756
1079;30453;Hannover-Ahlem;Gartenstr. 30;87399;262197.0;29133.0;9.660687199999998;52.37749470000001
1080;30457;Hannover-Mühlenberg;Tresckowstr. 43;42120;84240.0;14040.0;9.6936906;52.337379
1081;30827;Garbsen-Berenbostel;Siemensstr. 2;6486;12972.0;2162.0;9.6107601;52.4432439
1082;31028;Gronau;Bethelner Landstr. 15;16230;43280.0;5410.0;9.7852244;52.0873626
1083;31171;Nordstemmen;Hauptstr. 47-50;49818;249090.0;24909.0;9.7824074;52.16111900000001
1084;37170;Uslar;Wiesenstr. 29;30352;121408.0;15176.0;9.6284649;51.660517799999994
1085;30419;Hannover-Stöcken;Alte Stöckener Str. 95-97;29295;97650.0;9765.0;9.6513086;52.414707799999995
1086;30459;Hannover-Ricklingen;Tillystr. 31;32580;146610.0;16290.0;9.7179466;52.3368408
1087;30966;Hemmingen;Weetzener Landstr. 102;35871;71742.0;11957.0;9.7318589;52.3195348
1088;31061;Alfeld/ Leine;Hannoversche Str. 46;71808;239360.0;23936.0;9.806358;51.98612259999999
1089;30449;Hannover-Linden;Bardowicker Str. 12;13068;39204.0;6534.0;9.704255400000001;52.3690308
1090;30982;Pattensen;Göttinger Str. 11-13;71940;143880.0;23980.0;9.763993800000001;52.2687627
1091;34497;Korbach;Arolser Landstr. 35;16365;32730.0;5455.0;8.876093199999998;51.2817695
1092;34497;Korbach;Medebacher Landstr. 23;8736;26208.0;4368.0;8.855864300000002;51.27069119999999
1093;30165;Hannover-Hainholz;Hüttenstr. 23;98370;229530.0;32790.0;9.722333500000001;52.393902000000004
1094;30161;Hannover-Oststadt;Niki-de-Saint-Phalle-Promenade 86;22974;68922.0;7658.0;9.7430734;52.3777374
1095;30519;Hannover-Döhren;Hildesheimer Str. 213-219;98550;295650.0;32850.0;9.7639444;52.3440453
1096;30519;Hannover;Hildesheimer Str. 428;23016;69048.0;7672.0;9.78091;52.323879999999996
1097;30163;Hannover-Vahrenwald;Dragonerstr. 39;15358;76790.0;7679.0;9.7394719;52.3950008
1098;30173;Hannover-Südstadt;Spielhagenstr. 20;49410;115290.0;16470.0;9.7637243;52.3627964
1099;34466;Wolfhagen;Lynkerstr. 18;65940;263760.0;32970.0;9.1772174;51.3272187
1100;30880;Laatzen;Pettenkoferstr. 2D;29700;69300.0;9900.0;9.8147961;52.30532410000001
1101;30853;Langenhagen;Straßburger Platz 20-25;33030;55050.0;11010.0;9.7261792;52.440280200000004
1102;30851;Langenhagen;Straßburger Platz 20-25;33060;55100.0;11020.0;9.7261792;52.440280200000004
1103;30179;Hannover-Vahrenheide;Dresdener Str. 3;6618;16545.0;3309.0;9.7521176;52.4113591
1104;30177;Hannover-List;Am Listholze 54;92736;185472.0;30912.0;9.7651184;52.400261799999996
1105;31157;Sarstedt;Vosstr. 12;35360;141440.0;17680.0;9.843007000000002;52.229568799999996
1106;30539;Hannover-Bemerode;Wülfeler Str. 78;44240;154840.0;22120.0;9.8131926;52.338311700000006
1107;34513;Waldeck-Sachsenhausen;Wildunger Str. 30-32;69741;139482.0;23247.0;9.0128606;51.2416184
1108;31137;Hildesheim-Himmelsthür;Von-Ketteler-Str. 24;96396;192792.0;32132.0;9.9155422;52.16691909999999
1109;37574;Einbeck;Grimsehlstr. 22-24;49905;83175.0;16635.0;9.8744161;51.8163206
1110;30659;Hannover-Bothfeld;Eichenweg 1;69930;116550.0;23310.0;9.8016298;52.4296941
1111;31139;Hildesheim-Ochtersum;Rex-Brauns-Str. 6;3333;6666.0;1111.0;9.9433366;52.126886
1112;31137;Hildesheim-Nord;Steuerwalder Str. 31;56712;113424.0;18904.0;9.9457117;52.1616385
1113;30629;Hannover-Misburg;Brucknerring 1;15582;38955.0;7791.0;9.8436511;52.3948773
1114;30629;Hannover-Misburg;Anderter Str. 81;57928;231712.0;28964.0;9.8633531;52.3802864
1115;31137;Hildesheim-Ost;Drispenstedter Str. 2;4460;20070.0;2230.0;9.9648933;52.1635248
1116;31135;Hildesheim-Ost;Frankenstr. 2C;77004;205344.0;25668.0;9.9694045;52.155436200000004
1117;34246;Vellmar;Harleshäuser Str. 21;10053;16755.0;3351.0;9.449454800000002;51.3555097
1118;30900;Wedemark-Mellendorf;Wedemarkstr. 85;6708;30186.0;3354.0;9.744273300000001;52.546585
1119;31162;Bad Salzdetfurth;Bodenburger Str. 22;4476;15666.0;2238.0;10.0017723;52.050878000000004
1120;31319;Sehnde;Nordstr. 20;38080;114240.0;19040.0;9.9622167;52.3138274
1121;34127;Kassel-Wartenberg;Bunsenstr. 105;100890;269040.0;33630.0;9.4911671;51.3392665
